,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2014 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,"FREQUÊNCIA DE CONSUMO - Bolachas/biscoitos doces ou recheados, doces, balas e chocolates",,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,383,37%,176,17%,127,12%,126,12%,62,6%,32,3%,23,2%,105,10%,1034
CENTRO-OESTE,52,GO,415,33%,224,18%,190,15%,178,14%,65,5%,39,3%,29,2%,112,9%,1252
CENTRO-OESTE,50,MS,284,35%,173,21%,99,12%,75,9%,42,5%,34,4%,27,3%,74,9%,808
CENTRO-OESTE,51,MT,790,38%,364,17%,267,13%,249,12%,92,4%,65,3%,60,3%,207,10%,2094
TOTAL REGIÃO CENTRO-OESTE,,,1872,36%,937,18%,683,13%,628,12%,261,5%,170,3%,139,3%,498,10%,5188
NORDESTE,27,AL,295,31%,176,18%,141,15%,110,11%,51,5%,32,3%,23,2%,138,14%,966
NORDESTE,29,BA,940,48%,359,19%,233,12%,126,6%,66,3%,43,2%,39,2%,133,7%,1939
NORDESTE,23,CE,362,38%,162,17%,142,15%,94,10%,58,6%,23,2%,16,2%,97,10%,954
NORDESTE,21,MA,111,41%,64,23%,37,14%,21,8%,7,3%,4,1%,7,3%,22,8%,273
NORDESTE,25,PB,206,24%,95,11%,85,10%,346,41%,21,2%,28,3%,12,1%,48,6%,841
NORDESTE,26,PE,128,27%,112,24%,59,12%,57,12%,19,4%,24,5%,10,2%,66,14%,475
NORDESTE,22,PI,182,36%,97,19%,89,17%,39,8%,23,5%,17,3%,14,3%,50,10%,511
NORDESTE,24,RN,341,39%,149,17%,110,12%,82,9%,27,3%,20,2%,16,2%,137,16%,882
NORDESTE,28,SE,0,-,0,-,1,20%,3,60%,0,-,0,-,0,-,1,20%,5
TOTAL REGIÃO NORDESTE,,,2565,37%,1214,18%,897,13%,878,13%,272,4%,191,3%,137,2%,692,10%,6846
NORTE,12,AC,21,31%,18,26%,13,19%,3,4%,1,1%,4,6%,2,3%,6,9%,68
