,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2010 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Legumes e verduras cozidos,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,79,26%,45,15%,39,13%,56,18%,12,4%,10,3%,11,4%,55,18%,307
CENTRO-OESTE,52,GO,77,13%,53,9%,50,8%,80,13%,54,9%,53,9%,56,9%,188,31%,611
CENTRO-OESTE,50,MS,262,35%,115,15%,113,15%,81,11%,35,5%,30,4%,22,3%,89,12%,747
CENTRO-OESTE,51,MT,664,34%,337,17%,304,15%,205,10%,75,4%,67,3%,57,3%,258,13%,1967
TOTAL REGIÃO CENTRO-OESTE,,,1082,30%,550,15%,506,14%,422,12%,176,5%,160,4%,146,4%,590,16%,3632
NORDESTE,27,AL,250,39%,77,12%,82,13%,60,9%,32,5%,21,3%,18,3%,99,15%,639
NORDESTE,29,BA,276,17%,178,11%,235,14%,220,13%,107,7%,107,7%,80,5%,442,27%,1645
NORDESTE,23,CE,232,51%,74,16%,62,14%,37,8%,10,2%,10,2%,7,2%,25,5%,457
NORDESTE,21,MA,20,45%,9,20%,8,18%,1,2%,0,-,0,-,0,-,6,14%,44
NORDESTE,25,PB,70,23%,35,12%,52,17%,65,22%,35,12%,4,1%,5,2%,36,12%,302
NORDESTE,26,PE,37,49%,5,7%,13,17%,6,8%,2,3%,2,3%,1,1%,10,13%,76
NORDESTE,22,PI,157,47%,46,14%,55,16%,34,10%,16,5%,3,1%,2,1%,23,7%,336
NORDESTE,24,RN,14,58%,2,8%,3,13%,2,8%,0,-,0,-,1,4%,2,8%,24
NORDESTE,28,SE,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
TOTAL REGIÃO NORDESTE,,,1056,30%,426,12%,510,14%,425,12%,202,6%,147,4%,114,3%,643,18%,3523
NORTE,12,AC,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
NORTE,13,AM,106,33%,58,18%,53,16%,44,14%,11,3%,9,3%,6,2%,37,11%,324
