,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2011 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Frutas frescas ou salada de frutas,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,71,6%,70,6%,79,7%,109,9%,53,4%,41,3%,37,3%,736,62%,1196
CENTRO-OESTE,52,GO,67,7%,65,7%,107,12%,107,12%,78,9%,69,8%,57,6%,348,39%,898
CENTRO-OESTE,50,MS,163,8%,186,9%,254,12%,271,13%,183,9%,126,6%,108,5%,784,38%,2075
CENTRO-OESTE,51,MT,285,9%,313,10%,343,11%,402,13%,240,8%,186,6%,176,6%,1224,39%,3169
TOTAL REGIÃO CENTRO-OESTE,,,586,8%,634,9%,783,11%,889,12%,554,8%,422,6%,378,5%,3092,42%,7338
NORDESTE,27,AL,87,10%,66,8%,98,11%,126,14%,64,7%,42,5%,26,3%,371,42%,880
NORDESTE,29,BA,159,7%,127,5%,236,10%,305,13%,158,7%,149,6%,155,6%,1134,47%,2423
NORDESTE,23,CE,132,13%,119,12%,160,16%,128,13%,65,7%,50,5%,31,3%,300,30%,985
NORDESTE,21,MA,6,8%,6,8%,6,8%,13,18%,4,6%,4,6%,5,7%,28,39%,72
NORDESTE,25,PB,27,5%,39,7%,55,10%,58,10%,64,11%,156,28%,46,8%,114,20%,559
NORDESTE,26,PE,23,6%,46,13%,35,10%,45,12%,34,9%,23,6%,14,4%,148,40%,368
NORDESTE,22,PI,48,8%,87,15%,102,18%,76,13%,48,8%,29,5%,27,5%,153,27%,570
NORDESTE,24,RN,16,8%,14,7%,27,14%,20,11%,9,5%,14,7%,9,5%,81,43%,190
NORDESTE,28,SE,3,20%,1,7%,3,20%,2,13%,1,7%,0,-,0,-,5,33%,15
TOTAL REGIÃO NORDESTE,,,501,8%,505,8%,722,12%,773,13%,447,7%,467,8%,313,5%,2334,39%,6062
NORTE,12,AC,4,31%,0,-,3,23%,0,-,1,8%,0,-,0,-,5,38%,13
NORTE,13,AM,67,10%,87,13%,129,19%,108,16%,44,6%,51,8%,32,5%,161,24%,679
