,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2008 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Frutas frescas ou salada de frutas,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,4,7%,2,3%,4,7%,4,7%,3,5%,1,2%,1,2%,39,67%,58
CENTRO-OESTE,52,GO,15,10%,17,12%,22,15%,20,14%,10,7%,12,8%,7,5%,42,29%,145
CENTRO-OESTE,50,MS,40,14%,31,11%,47,16%,28,10%,25,9%,18,6%,7,2%,90,31%,286
CENTRO-OESTE,51,MT,64,11%,68,12%,76,14%,57,10%,27,5%,25,4%,27,5%,217,39%,561
TOTAL REGIÃO CENTRO-OESTE,,,123,12%,118,11%,149,14%,109,10%,65,6%,56,5%,42,4%,388,37%,1050
NORDESTE,27,AL,18,14%,5,4%,15,12%,19,15%,8,6%,3,2%,4,3%,58,45%,130
NORDESTE,29,BA,62,11%,58,10%,80,14%,85,15%,37,6%,30,5%,34,6%,199,34%,585
NORDESTE,23,CE,28,32%,4,5%,20,23%,10,11%,2,2%,5,6%,3,3%,16,18%,88
NORDESTE,21,MA,9,15%,7,12%,10,17%,5,8%,6,10%,7,12%,5,8%,10,17%,59
NORDESTE,25,PB,55,13%,32,8%,50,12%,64,15%,22,5%,31,7%,17,4%,148,35%,419
NORDESTE,26,PE,4,9%,5,12%,6,14%,6,14%,5,12%,1,2%,3,7%,13,30%,43
NORDESTE,22,PI,31,22%,20,14%,23,16%,22,15%,5,3%,5,3%,2,1%,36,25%,144
NORDESTE,24,RN,12,9%,10,7%,6,4%,10,7%,7,5%,6,4%,18,13%,71,51%,140
NORDESTE,28,SE,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
TOTAL REGIÃO NORDESTE,,,219,14%,141,9%,210,13%,221,14%,92,6%,88,5%,86,5%,551,34%,1608
NORTE,12,AC,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
NORTE,13,AM,59,15%,37,9%,61,16%,65,17%,24,6%,21,5%,12,3%,112,29%,391
