,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2011 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,"FREQUÊNCIA DE CONSUMO - Bolachas/biscoitos doces ou recheados, doces, balas e chocolates",,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,452,38%,196,16%,147,12%,119,10%,42,4%,33,3%,22,2%,185,15%,1196
CENTRO-OESTE,52,GO,311,35%,167,19%,127,14%,104,12%,60,7%,32,4%,22,2%,75,8%,898
CENTRO-OESTE,50,MS,763,37%,420,20%,262,13%,173,8%,104,5%,71,3%,62,3%,220,11%,2075
CENTRO-OESTE,51,MT,1155,36%,664,21%,403,13%,246,8%,147,5%,111,4%,58,2%,384,12%,3168
TOTAL REGIÃO CENTRO-OESTE,,,2681,37%,1447,20%,939,13%,642,9%,353,5%,247,3%,164,2%,864,12%,7337
NORDESTE,27,AL,309,35%,148,17%,111,13%,83,9%,50,6%,29,3%,26,3%,124,14%,880
NORDESTE,29,BA,1020,42%,470,19%,325,13%,191,8%,89,4%,56,2%,47,2%,225,9%,2423
NORDESTE,23,CE,379,38%,160,16%,132,13%,87,9%,44,4%,45,5%,24,2%,114,12%,985
NORDESTE,21,MA,30,42%,6,8%,13,18%,6,8%,5,7%,3,4%,3,4%,6,8%,72
NORDESTE,25,PB,96,17%,66,12%,85,15%,142,25%,44,8%,49,9%,32,6%,45,8%,559
NORDESTE,26,PE,109,30%,69,19%,51,14%,30,8%,17,5%,14,4%,10,3%,68,18%,368
NORDESTE,22,PI,199,35%,149,26%,94,16%,55,10%,22,4%,11,2%,6,1%,34,6%,570
NORDESTE,24,RN,68,36%,35,18%,25,13%,22,12%,7,4%,7,4%,5,3%,21,11%,190
NORDESTE,28,SE,5,33%,1,7%,1,7%,1,7%,1,7%,0,-,0,-,6,40%,15
TOTAL REGIÃO NORDESTE,,,2215,37%,1104,18%,837,14%,617,10%,279,5%,214,4%,153,3%,643,11%,6062
NORTE,12,AC,9,69%,2,15%,0,-,0,-,0,-,0,-,0,-,2,15%,13
