,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2012 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Legumes e verduras cozidos,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,413,24%,221,13%,291,17%,221,13%,121,7%,70,4%,42,2%,378,22%,1757
CENTRO-OESTE,52,GO,268,17%,164,10%,196,12%,182,11%,144,9%,116,7%,83,5%,444,28%,1597
CENTRO-OESTE,50,MS,732,29%,413,16%,422,16%,290,11%,180,7%,126,5%,107,4%,291,11%,2561
CENTRO-OESTE,51,MT,944,29%,489,15%,522,16%,368,11%,180,6%,117,4%,98,3%,536,16%,3254
TOTAL REGIÃO CENTRO-OESTE,,,2357,26%,1287,14%,1431,16%,1061,12%,625,7%,429,5%,330,4%,1649,18%,9169
NORDESTE,27,AL,471,24%,248,12%,310,16%,198,10%,127,6%,98,5%,44,2%,501,25%,1997
NORDESTE,29,BA,796,22%,431,12%,573,16%,425,12%,195,5%,157,4%,150,4%,820,23%,3547
NORDESTE,23,CE,1450,46%,498,16%,482,15%,259,8%,91,3%,70,2%,32,1%,272,9%,3154
NORDESTE,21,MA,365,32%,229,20%,208,19%,112,10%,49,4%,33,3%,31,3%,97,9%,1124
NORDESTE,25,PB,227,25%,89,10%,119,13%,84,9%,252,28%,22,2%,19,2%,98,11%,910
NORDESTE,26,PE,310,42%,111,15%,108,15%,73,10%,25,3%,25,3%,12,2%,67,9%,731
NORDESTE,22,PI,283,39%,141,20%,140,19%,67,9%,21,3%,16,2%,15,2%,40,6%,723
NORDESTE,24,RN,88,39%,29,13%,20,9%,30,13%,7,3%,9,4%,6,3%,37,16%,226
NORDESTE,28,SE,0,-,0,-,1,100%,0,-,0,-,0,-,0,-,0,-,1
TOTAL REGIÃO NORDESTE,,,3990,32%,1776,14%,1961,16%,1248,10%,767,6%,430,3%,309,2%,1932,16%,12413
NORTE,12,AC,0,-,1,33%,1,33%,1,33%,0,-,0,-,0,-,0,-,3
NORTE,13,AM,126,39%,48,15%,46,14%,33,10%,5,2%,5,2%,13,4%,45,14%,321
