,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2008 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Salada crua,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,10,17%,4,7%,6,10%,9,16%,2,3%,4,7%,2,3%,21,36%,58
CENTRO-OESTE,52,GO,19,13%,7,5%,22,15%,19,13%,15,10%,17,12%,3,2%,43,30%,145
CENTRO-OESTE,50,MS,35,12%,27,9%,39,14%,37,13%,25,9%,16,6%,10,3%,97,34%,286
CENTRO-OESTE,51,MT,79,14%,62,11%,58,10%,68,12%,46,8%,26,5%,23,4%,199,35%,561
TOTAL REGIÃO CENTRO-OESTE,,,143,14%,100,10%,125,12%,133,13%,88,8%,63,6%,38,4%,360,34%,1050
NORDESTE,27,AL,34,26%,10,8%,22,17%,18,14%,7,5%,6,5%,9,7%,24,18%,130
NORDESTE,29,BA,70,12%,56,10%,100,17%,100,17%,38,6%,37,6%,32,5%,152,26%,585
NORDESTE,23,CE,24,27%,15,17%,18,20%,9,10%,5,6%,5,6%,1,1%,11,13%,88
NORDESTE,21,MA,21,36%,13,22%,12,20%,6,10%,3,5%,0,-,1,2%,3,5%,59
NORDESTE,25,PB,102,24%,77,18%,56,13%,60,14%,25,6%,15,4%,6,1%,78,19%,419
NORDESTE,26,PE,15,35%,9,21%,6,14%,5,12%,0,-,3,7%,1,2%,4,9%,43
NORDESTE,22,PI,53,37%,14,10%,19,13%,16,11%,10,7%,8,6%,3,2%,21,15%,144
NORDESTE,24,RN,36,26%,13,9%,21,15%,12,9%,6,4%,16,11%,12,9%,24,17%,140
NORDESTE,28,SE,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
TOTAL REGIÃO NORDESTE,,,355,22%,207,13%,254,16%,226,14%,94,6%,90,6%,65,4%,317,20%,1608
NORTE,12,AC,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
NORTE,13,AM,134,34%,57,15%,65,17%,58,15%,18,5%,9,2%,11,3%,39,10%,391
