,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2013 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Leite ou iogurte,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,125,12%,91,8%,92,9%,95,9%,55,5%,37,3%,25,2%,562,52%,1082
CENTRO-OESTE,52,GO,234,15%,112,7%,158,10%,171,11%,129,8%,109,7%,68,4%,616,39%,1597
CENTRO-OESTE,50,MS,256,17%,125,8%,171,12%,124,8%,96,6%,77,5%,58,4%,573,39%,1480
CENTRO-OESTE,51,MT,697,19%,311,9%,338,9%,276,8%,187,5%,154,4%,127,4%,1525,42%,3615
TOTAL REGIÃO CENTRO-OESTE,,,1312,17%,639,8%,759,10%,666,9%,467,6%,377,5%,278,4%,3276,42%,7774
NORDESTE,27,AL,191,12%,145,9%,224,14%,200,12%,102,6%,63,4%,41,3%,661,41%,1627
NORDESTE,29,BA,622,17%,338,9%,338,9%,338,9%,208,6%,132,4%,133,4%,1589,43%,3698
NORDESTE,23,CE,441,23%,174,9%,182,10%,158,8%,81,4%,78,4%,51,3%,739,39%,1904
NORDESTE,21,MA,116,19%,48,8%,68,11%,39,6%,17,3%,13,2%,14,2%,299,49%,614
NORDESTE,25,PB,139,13%,280,27%,94,9%,83,8%,34,3%,39,4%,27,3%,347,33%,1043
NORDESTE,26,PE,58,20%,27,9%,27,9%,32,11%,21,7%,10,3%,11,4%,105,36%,291
NORDESTE,22,PI,132,13%,68,7%,72,7%,69,7%,48,5%,28,3%,24,2%,551,56%,992
NORDESTE,24,RN,78,16%,37,8%,48,10%,42,9%,33,7%,16,3%,14,3%,217,45%,485
NORDESTE,28,SE,2,13%,4,27%,2,13%,2,13%,3,20%,0,-,0,-,2,13%,15
TOTAL REGIÃO NORDESTE,,,1779,17%,1121,11%,1055,10%,963,9%,547,5%,379,4%,315,3%,4510,42%,10669
NORTE,12,AC,5,24%,4,19%,3,14%,1,5%,1,5%,1,5%,0,-,6,29%,21
NORTE,13,AM,98,21%,71,15%,49,10%,45,9%,37,8%,14,3%,14,3%,149,31%,477
