,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2012 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,"FREQUÊNCIA DE CONSUMO - Bolachas/biscoitos doces ou recheados, doces, balas e chocolates",,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,650,37%,342,19%,233,13%,140,8%,68,4%,38,2%,56,3%,230,13%,1757
CENTRO-OESTE,52,GO,507,32%,298,19%,208,13%,179,11%,118,7%,69,4%,47,3%,171,11%,1597
CENTRO-OESTE,50,MS,872,34%,487,19%,359,14%,254,10%,138,5%,100,4%,81,3%,270,11%,2561
CENTRO-OESTE,51,MT,1387,43%,549,17%,427,13%,271,8%,127,4%,74,2%,68,2%,351,11%,3254
TOTAL REGIÃO CENTRO-OESTE,,,3416,37%,1676,18%,1227,13%,844,9%,451,5%,281,3%,252,3%,1022,11%,9169
NORDESTE,27,AL,711,36%,397,20%,298,15%,174,9%,91,5%,58,3%,46,2%,222,11%,1997
NORDESTE,29,BA,1505,42%,652,18%,435,12%,288,8%,126,4%,94,3%,49,1%,398,11%,3547
NORDESTE,23,CE,1218,39%,573,18%,458,15%,307,10%,106,3%,86,3%,77,2%,329,10%,3154
NORDESTE,21,MA,552,49%,210,19%,152,14%,61,5%,36,3%,24,2%,18,2%,71,6%,1124
NORDESTE,25,PB,225,25%,122,13%,102,11%,276,30%,31,3%,12,1%,19,2%,123,14%,910
NORDESTE,26,PE,283,39%,156,21%,85,12%,58,8%,34,5%,20,3%,21,3%,74,10%,731
NORDESTE,22,PI,337,47%,104,14%,111,15%,55,8%,20,3%,15,2%,29,4%,52,7%,723
NORDESTE,24,RN,105,46%,34,15%,32,14%,13,6%,7,3%,3,1%,2,1%,30,13%,226
NORDESTE,28,SE,0,-,0,-,0,-,1,100%,0,-,0,-,0,-,0,-,1
TOTAL REGIÃO NORDESTE,,,4936,40%,2248,18%,1673,13%,1233,10%,451,4%,312,3%,261,2%,1299,10%,12413
NORTE,12,AC,0,-,0,-,3,100%,0,-,0,-,0,-,0,-,0,-,3
