,,,,,,,,,,,,,,,,,,,
MS/SAS/DAB/Núcleo de Tecnologia da Informação - NTI,,,,,,,,,,,,,,,,,,,
"Relatório do Consumo Alimentar por período, fase do ciclo da vida (de 2008 a 2014).",,,,,,,,,,,,,,,,,,,
Abrangência: Região (TODOS) - Estado (TODOS),,,,,,,,,,,,,,,,,,,
Competência: Ano: 2008 - Mês: TODOS,,,,,,,,,,,,,,,,,,,
Faixa Etária: Gestantes (Adolescentes e Adultas),,,,,,,,,,,,,,,,,,,
Sexo: TODOS,,,,,,,,,,,,,,,,,,,
Raça e Cor: TODOS,,,,,,,,,,,,,,,,,,,
Povo e Comunidade: TODOS,,,,,,,,,,,,,,,,,,,
Escolaridade: TODOS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abrangência Estadual,,,FREQUÊNCIA DE CONSUMO - Refrigerante,,,,,,,,,,,,,,,,Total de indivíduos
Região,Código UF,UF,,,,,,,,,,,,,,,,,avaliados
,,,Não consumiu nos últimos sete dias,,1 dia nos últimos sete dias,,2 dias nos últimos sete dias,,3 dias nos últimos sete dias,,4 dias nos últimos sete dias,,5 dias nos últimos sete dias,,6 dias nos últimos sete dias,,Todos os últimos sete dias,,
,,,n,%,n,%,n,%,n,%,n,%,n,%,n,%,n,%,
CENTRO-OESTE,53,DF,20,34%,23,40%,5,9%,1,2%,2,3%,1,2%,1,2%,5,9%,58
CENTRO-OESTE,52,GO,19,13%,30,21%,27,19%,11,8%,6,4%,13,9%,7,5%,32,22%,145
CENTRO-OESTE,50,MS,86,30%,64,22%,49,17%,27,9%,11,4%,6,2%,11,4%,32,11%,286
CENTRO-OESTE,51,MT,103,18%,107,19%,73,13%,54,10%,46,8%,25,4%,34,6%,119,21%,561
TOTAL REGIÃO CENTRO-OESTE,,,228,22%,224,21%,154,15%,93,9%,65,6%,45,4%,53,5%,188,18%,1050
NORDESTE,27,AL,61,47%,34,26%,14,11%,5,4%,2,2%,2,2%,2,2%,10,8%,130
NORDESTE,29,BA,258,44%,132,23%,69,12%,45,8%,17,3%,16,3%,16,3%,32,5%,585
NORDESTE,23,CE,64,73%,11,13%,7,8%,2,2%,1,1%,0,-,0,-,3,3%,88
NORDESTE,21,MA,25,42%,11,19%,11,19%,4,7%,4,7%,2,3%,0,-,2,3%,59
NORDESTE,25,PB,151,36%,138,33%,60,14%,27,6%,10,2%,5,1%,4,1%,24,6%,419
NORDESTE,26,PE,15,35%,12,28%,5,12%,6,14%,0,-,3,7%,2,5%,0,-,43
NORDESTE,22,PI,53,37%,37,26%,23,16%,15,10%,2,1%,0,-,2,1%,12,8%,144
NORDESTE,24,RN,72,51%,51,36%,10,7%,2,1%,0,-,1,1%,2,1%,2,1%,140
NORDESTE,28,SE,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
TOTAL REGIÃO NORDESTE,,,699,43%,426,26%,199,12%,106,7%,36,2%,29,2%,28,2%,85,5%,1608
NORTE,12,AC,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
NORTE,13,AM,69,18%,85,22%,56,14%,60,15%,20,5%,14,4%,17,4%,70,18%,391
NORTE,16,AP,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
